Ktrans avr,Ktrans err,kbh avr,kbh err,Day
0.009358405692164614,0.0027396413344233,0.002519020887671128,0.00042786063154014886,1
0.00806554141270788,0.0017270720759030493,0.0026215103275640385,0.0003808156420097624,2
0.006341711022244413,0.0013638683748248826,0.0021685594520692965,0.00023269733109832814,3
0.009055886066183157,0.0012549102519158171,0.0025729500589244366,0.0009609814408565977,4
