Ktrans avr,Ktrans err,kbh avr,kbh err,Day
0.0074983532908489,0.0005818634732128478,0.0019147883031427084,0.00024123794246147588,1
0.0015972531802987302,0.0004241992064713001,0.0006248487889492473,0.00019359924509380268,2
0.004074461580095154,0.0020543183817575052,0.0014348680761887744,0.00044563760871595446,3
0.0069815392047791955,0.0027752691700160116,0.0019218399846944595,0.00045398936224120987,4
