Ktrans avr,Ktrans err,kbh avr,kbh err,Day
0.016376294621186113,0.0018410176435711017,0.0023783251297785483,0.00032482239972838304,1
0.0018919948186878809,0.0003518989850974617,0.0010942398479158093,9.469426632977003e-05,2
0.00230607845733431,0.0003867045373204915,0.0009605367455013482,0.00010245729713852276,3
